Course Code,Course Name,Average GPA Expected,Average Study Hours per Week,Count,Department
COGS 20,Exploring the Musical Mind,3.584285714285714,3.0500000000000003,7,COGS
COGS 25,Introduction/Web Programming  ,3.43,3.17,1,COGS
COGS 3,An Introduction to Computing,3.546470588235294,6.831176470588235,17,COGS
COGS 3,An Introduction to Computing  ,3.6599999999999997,6.090909090909091,11,COGS
COGS 3,Introduction to Computing,3.6474999999999995,5.853333333333333,12,COGS
COGS 3,Introduction to Computing     ,3.691111111111111,3.511111111111111,9,COGS
COGS 8,Hands-On Computing,3.5246153846153847,3.528461538461538,13,COGS
COGS 8,Hands-On Computing            ,3.645,7.395,2,COGS
COGS 87,First-year Seminar,4.0,0.8,4,COGS
COGS 87,Freshman Seminar,3.856060606060606,0.9012121212121212,33,COGS
COGS 87,Freshman Seminar              ,3.975,0.8925000000000001,8,COGS
COGS 9,Introduction to Data Science,3.8099999999999996,3.8808695652173917,23,COGS
COGS 91,SCANS Presents,4.0,0.5,2,COGS
COGS 91,SCANS Presents                ,4.0,0.5933333333333334,3,COGS
COGS 92,Resiliency/Face of Adversity,4.0,1.3,1,COGS
COGS 92,Resiliency/Face of Adversity  ,4.0,1.5,1,COGS
COHI 100,Intro/Communicatn & Individual,3.497,5.433999999999999,10,COHI
COHI 112,Interaction With Technology   ,3.645,5.26,4,COHI
COHI 113,Communication/Social Machines ,3.48,4.93,1,COHI
COHI 114,Bilingual Communication       ,3.54,4.279999999999999,5,COHI
COHI 115,Education & Global Citizenship,3.5825,4.575,4,COHI
COHI 116,Language & American Ethnicity ,3.5,5.5,1,COHI
COHI 117,Language Thought & the Media ,3.426666666666667,5.156666666666666,3,COHI
COHI 117,Language Thought the Media  ,3.4,3.9,2,COHI
COHI 122,Communication & the Community ,3.3433333333333337,4.046666666666667,3,COHI
COHI 123,Children and Media            ,3.3428571428571425,4.738571428571428,7,COHI
COHI 124,Voice: Deaf People in America ,3.4225,3.5675,4,COHI
COHI 125,Communication in Organizations,3.565,4.0,2,COHI
COHI 127,Biography & Life Stories      ,3.48,4.470000000000001,4,COHI
COHI 128,Mobile Communications         ,3.44,4.404999999999999,2,COHI
COHI 130,Cross-cultural Communication  ,3.6266666666666665,4.576666666666667,3,COHI
COHI 134,Language&Human Communication  ,3.573333333333333,3.8000000000000003,3,COHI
COHI 135,Language & Globalization      ,3.5325,3.6900000000000004,4,COHI
COHI 136,Gender and Science            ,3.5666666666666664,5.316666666666666,3,COHI
COHI 175,Advanced Topics/Communication ,3.5153125,4.806875,32,COHI
COMM 10,Introduction to Communication,3.5659183673469386,4.796122448979592,49,COMM
COMM 10,Introduction to Communication ,3.362173913043478,5.9739130434782615,23,COMM
COMM 100A,Comm the Person&Everyday Life,3.633,6.095000000000001,10,COMM
COMM 100A,Intro/Communicatn & Individual,3.497,5.433999999999999,10,COMM
COMM 100A,Situated Practices,3.4861538461538464,6.343076923076922,13,COMM
COMM 100B,Comm Culture & Representation,3.5854545454545454,6.325454545454545,11,COMM
COMM 100B,Interpretive Strategies,3.4388888888888887,5.633333333333334,9,COMM
COMM 100B,Intro/Communication & Culture ,3.4172727272727275,5.440909090909091,11,COMM
COMM 100C,Comm Institutions & Power,3.5354545454545456,5.570909090909091,11,COMM
COMM 100C,Intro/Communication/Soc Force ,3.3227272727272723,6.175454545454546,11,COMM
COMM 100C,Social Formations,3.4372727272727275,5.656363636363636,11,COMM
COMM 101,Intro Audio-Vis Media Practice,3.782083333333333,5.675833333333333,24,COMM
COMM 101A,Media Activism,4.0,5.36,1,COMM
COMM 101D,MPL:Non-Linear Digital Editing,3.776190476190476,5.909523809523809,21,COMM
COMM 101K,MPL: Documentary Sketchbook,3.915,6.055,14,COMM
COMM 101M,MPL:Communicating & Computers,3.7600000000000002,4.6066666666666665,3,COMM
COMM 101N,MPL:Sound Prductn & Manipulatn,3.878181818181818,6.017272727272727,11,COMM
COMM 101T,Media Prod Lab: Topics in Prod,3.8541666666666665,5.925,12,COMM
COMM 102B,MMPP: AudioStory&PodcastPract,3.915,7.17,2,COMM
COMM 102C,MMPP: Media & Design Practicum,3.7657142857142856,4.599285714285714,14,COMM
COMM 102C,MMPP: Media&Desgn/Soc Lrn Cxts,3.7340000000000004,5.434,5,COMM
COMM 102C,Media & Community Practicum,3.835,5.4275,4,COMM
COMM 102C,Media&Design/Soc Lrn Contexts ,3.709285714285714,6.480714285714286,14,COMM
COMM 102D,MMPP: Practicum in Child Dev,3.7043749999999998,6.2575,16,COMM
COMM 102D,Practicum in Child Development,3.585714285714286,6.3757142857142854,14,COMM
COMM 102M,MMPP: Studio/TV,3.922857142857143,5.08,7,COMM
COMM 102M,Studio/TV,3.9579999999999997,6.556,5,COMM
COMM 102M,Studio/TV                     ,3.8259999999999996,4.6579999999999995,5,COMM
COMM 102P,MPL:Television Analysis & Prod,3.8633333333333333,7.5,3,COMM
COMM 102T,MPL: Television Documentary,3.88,9.5,1,COMM
COMM 103D,Documentary History & Theory,3.6979999999999995,4.093999999999999,5,COMM
COMM 103D,Documentary History & Theory  ,3.35,5.1000000000000005,3,COMM
COMM 103E,History of Electronic Media,3.465,5.475,8,COMM
COMM 103E,History of Electronic Media   ,3.25,6.84,3,COMM
COMM 103F,How to Read a Film,3.6405882352941177,4.827647058823529,17,COMM
COMM 103F,How to Read a Film            ,3.4859999999999998,4.789,10,COMM
COMM 104D,Comparative Media Systems:Asia,3.5140000000000002,5.398,5,COMM
COMM 104E,CMS: Europe,3.6950000000000003,6.23,2,COMM
COMM 104E,Comparatv Media Systems:Europe,3.7079999999999997,4.970000000000001,5,COMM
COMM 104F,CMS: Africa,3.715,5.32,2,COMM
COMM 104F,Mass Media &Politics in Africa,3.3266666666666667,3.84,3,COMM
COMM 104G,CMS: Latin America & Caribbean,3.375,3.9883333333333333,6,COMM
COMM 104G,Comp Media Syst:Lat Amr&Carbbn,3.55,4.873333333333333,9,COMM
COMM 104M,Represen/Israeli/Palestin Conf,3.46,5.285,2,COMM
COMM 105G,CT: Computer Game Studies,3.6566666666666667,4.505,6,COMM
COMM 105G,Computer Game Studies         ,3.3685714285714288,4.847142857142857,7,COMM
COMM 105M,CT: Mobile Communication,3.04,5.21,1,COMM
COMM 105M,Mobile Communications         ,3.44,4.404999999999999,2,COMM
COMM 105P,Comm Tech: Photographic Techno,3.8000000000000003,4.21,3,COMM
COMM 105T,History/US Telecommunications ,3.1300000000000003,4.54,3,COMM
COMM 106A,Cul Industries: Introduction,3.47,4.786666666666666,3,COMM
COMM 106C,CI: History thru Comics-Japan,3.0375,5.529999999999999,4,COMM
COMM 106D,CI: Data and Culture,3.785,5.145,2,COMM
COMM 106E,CI: Data Science and Society,3.83,4.72,2,COMM
COMM 106F,CI: The Film Industry,3.61,4.4375,8,COMM
COMM 106F,The Film Industry,3.3200000000000003,4.623333333333334,3,COMM
COMM 106F,The Film Industry             ,3.472,4.91,5,COMM
COMM 106G,CI: Tourism - Global Industry,3.61125,4.5962499999999995,8,COMM
COMM 106G,Tourism: Globl Industry&Cult  ,3.3000000000000003,4.489999999999999,3,COMM
COMM 106I,CI : Internet Industry,3.4125,4.695,4,COMM
COMM 106I,CI: Internet Industry,3.565,4.185,6,COMM
COMM 106I,The Internet Industry         ,3.75,5.5,1,COMM
COMM 106T,CI: TV Culture & the Public,3.4633333333333334,6.146666666666667,6,COMM
COMM 106T,Television Culture & Public ,3.486666666666667,4.87,3,COMM
COMM 106V,CI: TV Industry,3.41,4.826666666666667,3,COMM
COMM 107,Visual Culture,3.436153846153846,5.468461538461539,13,COMM
COMM 107,Visual Culture                ,3.453333333333333,4.05,3,COMM
COMM 108A,Politics of Bodies: Intro,3.325,4.595,2,COMM
COMM 108D,Media & Technology: Disability,3.73,4.97,2,COMM
COMM 108D,POB: Disability,3.86,4.695,6,COMM
COMM 108E,POB: Embodmnt in Theory&Practi,3.75,4.0,1,COMM
COMM 108E,The Politics of Bodies        ,3.2925,4.72,4,COMM
COMM 108G,POB: Gender and Biomedicine,3.82,4.8100000000000005,4,COMM
COMM 109D,Advertising and Society       ,3.58,3.4466666666666668,3,COMM
COMM 109D,MC: Advertising & Society,3.5825,4.934375,16,COMM
COMM 109E,Political Economy/Mass Comm   ,3.77,2.8600000000000003,2,COMM
COMM 109I,MC: History of Information,3.1550000000000002,4.735,4,COMM
COMM 109N,American News Media           ,3.4200000000000004,4.2299999999999995,5,COMM
COMM 109N,MC: American News Media,3.38,5.147,10,COMM
COMM 109P,MC: Propaganda and Persuasion,3.535555555555556,5.071111111111112,9,COMM
COMM 109P,Propaganda and Persuasion     ,3.45,8.1,1,COMM
COMM 110G,Communication in Organizations,3.565,4.0,2,COMM
COMM 110G,LLC:Communication in Orgs,3.8575,4.33,4,COMM
COMM 110M,Communication & the Community ,3.3433333333333337,4.046666666666667,3,COMM
COMM 110M,LLC: Comm & Community,3.774,4.793,10,COMM
COMM 110P,LLC:Lang & Human Communication,3.793333333333333,4.256666666666667,3,COMM
COMM 110P,Language&Human Communication  ,3.573333333333333,3.8000000000000003,3,COMM
COMM 110T,LLC: Language Thought & Media,3.62,5.218,5,COMM
COMM 110T,Language Thought & the Media ,3.426666666666667,5.156666666666666,3,COMM
COMM 110T,Language Thought the Media  ,3.4,3.9,2,COMM
COMM 111A,Comm & Cul Production: Intro,3.67,4.4399999999999995,2,COMM
COMM 111B,CCP:Borders Space & Politics,3.6799999999999997,6.92,2,COMM
COMM 111B,Global Borders: Communication,3.665,4.665,2,COMM
COMM 111C,CCP:Cities & Politics of Space,3.435,5.5649999999999995,2,COMM
COMM 111C,Comm&Cul Prod: Cities & Space,3.365,4.645,2,COMM
COMM 111D,Critical Design/Intermediate,3.7350000000000003,5.85,2,COMM
COMM 111F,CCP:Folklore and Communication,3.3425,4.8175,4,COMM
COMM 111F,Folklore and Communication    ,3.745,4.21,2,COMM
COMM 111G,CCP: Popular Culture,3.527272727272727,4.856363636363636,11,COMM
COMM 111G,Popular Culture               ,3.255,5.33,4,COMM
COMM 111M,CCP:Pop MusSoc Prac& Politic,3.195,3.8600000000000003,2,COMM
COMM 111M,Pop MusSoc Prac&Cult Politics,3.4125,5.34,4,COMM
COMM 111N,Cartoons                      ,3.6550000000000002,3.3649999999999998,2,COMM
COMM 111P,CCP:Perform & Cultural Studies,3.73,4.528888888888889,9,COMM
COMM 111P,Performance & Cultural Studies,3.51,4.695,2,COMM
COMM 111T,CCP:Cultural Politics of Sport,3.8057142857142856,4.965714285714285,7,COMM
COMM 111T,The Cultural Politics of Sport,3.345,4.473333333333334,6,COMM
COMM 111W,The Politics of World Music   ,3.3866666666666667,8.06,3,COMM
COMM 112C,The Idea of Childhood,3.0875,4.755,4,COMM
COMM 112G,IM: Language & Globalization,3.776666666666667,3.986666666666667,3,COMM
COMM 112G,Language & Globalization      ,3.5325,3.6900000000000004,4,COMM
COMM 112M,Communication/Social Machines ,3.48,4.93,1,COMM
COMM 112M,IM: Comm & Social Machines,3.425,5.050000000000001,2,COMM
COMM 112T,IM:Interaction with Technology,3.63,3.855,2,COMM
COMM 112T,Interaction With Technology   ,3.645,5.26,4,COMM
COMM 113T,Intm Topics in Communication,3.6208823529411767,4.5791176470588235,34,COMM
COMM 114D,CSI: New MediaYouth&Democracy,3.6371428571428575,5.468571428571429,7,COMM
COMM 114E,CSI:GenderLabor-Global Econmy,3.5833333333333335,5.826666666666667,3,COMM
COMM 114E,GenderLabor&Cult/Global Econ ,3.4175,6.865,4,COMM
COMM 114F,CSI: LawComm&Freedm of Exprsn,3.282857142857143,5.645714285714286,7,COMM
COMM 114F,LawComm&Freedom of Expression,3.004,5.529999999999999,5,COMM
COMM 114G,CSI: Gender and Science,3.4133333333333336,4.703333333333333,3,COMM
COMM 114G,Gender and Science            ,3.5666666666666664,5.316666666666666,3,COMM
COMM 114I,CSI: Media Tech&Social Mvments,3.6439999999999997,5.14,5,COMM
COMM 114J,CSI: Food Justice,3.6766666666666663,5.816666666666666,3,COMM
COMM 114K,CSI: Community Field Work,4.0,4.165,2,COMM
COMM 114M,CSI: Communication and the Law,3.23,5.25,4,COMM
COMM 114N,CSI:Com&the Law:The Body inLaw,3.4259999999999997,5.302,5,COMM
COMM 114P,CSI: Public History & Museums,3.3049999999999997,4.085,2,COMM
COMM 114T,CSI: Science Communication,3.7339999999999995,4.368,5,COMM
COMM 114W,CSI: GlobalHealthCommunication,3.67,6.33,1,COMM
COMM 120I,AMP: Social Issues-Media Prod,3.5700000000000003,6.0566666666666675,3,COMM
COMM 120I,Social Issues Media Production,3.694,6.228,5,COMM
COMM 120M,AMP: Media Stereotypes,3.5228571428571427,5.22,7,COMM
COMM 120M,Media Stereotypes             ,3.4125,6.39,4,COMM
COMM 120N,AMP: News Media Workshop,3.7466666666666666,4.325555555555556,9,COMM
COMM 120N,News Media Workshop           ,3.79625,3.5725000000000002,8,COMM
COMM 120P,AMP: Digital Media Pedagogy,3.9175,4.7675,4,COMM
COMM 120P,Digital Media Pedagogy        ,3.603333333333333,5.173333333333333,3,COMM
COMM 120W,AMP: Writing for Digital Media,3.6799999999999997,3.33,2,COMM
COMM 120W,Writing for Digital Media     ,3.67,4.96,1,COMM
COMM 121,Representing Communication    ,3.8433333333333333,3.0566666666666666,3,COMM
COMM 124,Critical Design/Advanced,3.62,6.35,1,COMM
COMM 124A,Critical Design/Adv Studio,3.687142857142857,5.832857142857143,7,COMM
COMM 124B,Critical Design/Topic Studio,3.882,6.096,5,COMM
COMM 125,Transparent Society,3.63,10.75,1,COMM
COMM 126,Children and Media,3.39,4.925833333333333,12,COMM
COMM 126,Children and Media            ,3.3428571428571425,4.738571428571428,7,COMM
COMM 127,The Problem of Voice,3.5700000000000003,5.093333333333334,6,COMM
COMM 127,The Problem of Voice          ,3.46,3.73,1,COMM
COMM 128,Education & Global Citizenship,3.59,4.337142857142857,7,COMM
COMM 129,Race & Violence in MultiCul CA,3.65,4.615,2,COMM
COMM 131,Comm Dissent Social Mvments,3.6244444444444444,4.673333333333334,9,COMM
COMM 132,Adv Studies-Comm Poli & Socty,3.493125,5.34,16,COMM
COMM 132,Adv Topics-Comm Poli & Socty,3.531111111111111,4.791111111111111,9,COMM
COMM 132,Adv Topics/Comm Social Force  ,3.486923076923077,4.798846153846154,26,COMM
COMM 133,Television and Citizenship,3.4633333333333334,4.6049999999999995,6,COMM
COMM 133,Television and Citizenship    ,3.3200000000000003,5.045,2,COMM
COMM 134,Media Audiences,3.7479999999999998,4.1,5,COMM
COMM 135,Cont Minority Media&Festiv exp,3.63,5.39,1,COMM
COMM 136,Transmedia,3.5533333333333332,4.543333333333333,3,COMM
COMM 137,Black Women Filmmakers,3.9766666666666666,3.1300000000000003,3,COMM
COMM 137,Black Women Filmmakers        ,3.38,4.17,1,COMM
COMM 138,Black WomenFeminism & Media,3.2840000000000003,6.18,5,COMM
COMM 138,Black WomenFeminism & Media  ,3.29,5.795,4,COMM
COMM 139,Black Popular Music           ,3.465,4.135,2,COMM
COMM 140,Cinema in Latin America,3.5300000000000002,4.415,4,COMM
COMM 140,Cinema in Latin America       ,3.6,4.206666666666667,3,COMM
COMM 141,African Cinema                ,3.5,3.63,1,COMM
COMM 142,Cinema of the Cuban Revolution,3.0,5.17,1,COMM
COMM 142,Film Authorship,3.7,6.3,1,COMM
COMM 143,Science Fiction,3.432,5.0920000000000005,5,COMM
COMM 144,American Television in 1970's,3.4850000000000003,3.4699999999999998,2,COMM
COMM 144,American Television in 1970s  ,3.2,5.3,2,COMM
COMM 145,History Memory &Popular Cultr,3.6088888888888886,4.703333333333333,9,COMM
COMM 146,Adv Studies in Cultural Prodct,3.5775,5.220625,16,COMM
COMM 146,Adv Studies-Cultural Prductn,3.7826315789473686,4.7768421052631584,19,COMM
COMM 146,Adv Topics-Cultural Production,3.6670000000000003,4.193,10,COMM
COMM 146,Adv Topics/Communication Cult ,3.5072413793103445,4.7299999999999995,29,COMM
COMM 151,The Info Age: Fact & Fiction,3.59375,4.7325,8,COMM
COMM 151,The Information Age:Fact&Fictn,3.24,5.44,3,COMM
COMM 152,Global Econ & Consumer Culture,3.73,6.130000000000001,2,COMM
COMM 153,Architecture as Communication,3.408333333333333,4.963333333333334,6,COMM
COMM 153,Architecture as Communication ,3.3099999999999996,4.14,2,COMM
COMM 154,Populr Cultr/Contemporary Life,3.4175,4.5649999999999995,4,COMM
COMM 155,Latino Space Place & Culture,3.25,3.9250000000000003,2,COMM
COMM 155,Latino Space Place & Culture ,3.71,6.5,1,COMM
COMM 155,Latinx Space Place & Culture,3.8,4.5,1,COMM
COMM 156,Media and Conflict Environment,3.71,3.36,1,COMM
COMM 158,Rep/Israeli/Pal Conflict,3.5233333333333334,5.422222222222222,9,COMM
COMM 159,Staging the Other,3.9050000000000002,4.725,2,COMM
COMM 159,Tourism Power & Place,3.8666666666666667,4.3533333333333335,3,COMM
COMM 160,Poli Economy-Internatl Comm,3.73,5.702857142857143,7,COMM
COMM 160,Political Econ/Interntnl Comm ,3.518,5.436,5,COMM
COMM 162,Adv Studies in Cul Industries,3.5633333333333335,4.4688888888888885,9,COMM
COMM 162,Cultural Industries           ,3.4,8.1,1,COMM
COMM 163,Concepts of Freedom,3.455,6.45625,8,COMM
COMM 163,Concepts of Freedom           ,3.2039999999999997,6.196,5,COMM
COMM 164,Invisible Geog Power&Inequal,3.5575,5.765,4,COMM
COMM 166,Surveillance Media & Risk Soc,3.519230769230769,4.3938461538461535,13,COMM
COMM 167,Reproductive Discourse&Gender ,3.49,4.83,2,COMM
COMM 168,Bilingual Communication,3.5119999999999996,4.708,5,COMM
COMM 168,Bilingual Communication       ,3.54,4.279999999999999,5,COMM
COMM 169,Deaf Culture in the US,3.32,4.34,1,COMM
COMM 169,Voice: Deaf People in America ,3.4225,3.5675,4,COMM
COMM 170,Biography & Life Stories,3.6750000000000003,4.463333333333334,6,COMM
COMM 170,Biography & Life Stories      ,3.48,4.470000000000001,4,COMM
COMM 171,Communication & Environment   ,3.3533333333333335,4.628333333333333,6,COMM
COMM 171,Environmental Communication,3.5966666666666662,4.892222222222222,9,COMM
COMM 172,Adv Study - Mediation Interact,3.276666666666667,4.64,3,COMM
COMM 172,Adv Topics-Mediation Interact,3.7433333333333336,3.8166666666666664,3,COMM
COMM 172,Advanced Topics/Communication ,3.5153125,4.806875,32,COMM
COMM 173,Interaction with Technology,3.7671428571428573,4.845714285714286,7,COMM
COMM 174,Comm & Social Machines,3.878,4.8,5,COMM
COMM 175,Cultures of Consumption,3.58,5.593333333333334,3,COMM
COMM 176,Communication and Religion,3.216666666666667,6.101666666666667,6,COMM
COMM 177,Culture Domination & Resistnce,3.7100000000000004,5.045,6,COMM
COMM 179,Global Nature/Global Culture,3.49,4.445,2,COMM
COMM 179,Media&Tech:Global Nature Cult,3.75,5.13,1,COMM
COMM 180,Adv Communication Theory,3.455,5.915,4,COMM
COMM 181,Citizen Consumers,3.81,4.4399999999999995,2,COMM
COMM 181,Globalization &Uneven Develop,3.83,5.17,1,COMM
COMM 181,Neoliberal Cities,3.63,3.63,1,COMM
COMM 182,Education & Global Citizenship,3.86,3.3800000000000003,3,COMM
COMM 183,Global Econ & Consumer Culture,3.3000000000000003,6.6866666666666665,3,COMM
COMM 190,Junior Seminar in Comm,3.6362237762237766,5.346363636363636,143,COMM
COMM 196A,Honors Seminar/Communication,3.75,9.6725,4,COMM
COMM 196A,Honors Seminar/Communication  ,3.73,10.280000000000001,4,COMM
COMM 196A,Honors Seminar/CommunicationI,3.9,7.165,2,COMM
COMM 196B,Honors Seminar II: Research,3.8,7.3,1,COMM
COMM 196B,Honors Seminar/Communication,3.9,11.6,4,COMM
COMM 196B,Honors Seminar/CommunicationII,4.0,7.83,1,COMM
COMM 20,Media Forms and Cultures,3.45,2.8499999999999996,2,COMM
COMM 30,Digital Media Literacy,3.8049999999999997,2.95,2,COMM
COMM 87,Freshman Seminar,4.0,1.085,2,COMM
COMT 100,Non-Linear Digital Editing    ,3.720625,7.77875,16,COMT
COMT 104,Studio/TV                     ,3.8259999999999996,4.6579999999999995,5,COMT
COMT 105,Media Stereotypes             ,3.4125,6.39,4,COMT
COMT 108,Writing for Digital Media     ,3.67,4.96,1,COMT
COMT 109,Digital Media Pedagogy        ,3.603333333333333,5.173333333333333,3,COMT
COMT 110,News Media Workshop           ,3.79625,3.5725000000000002,8,COMT
COMT 111A,Communicating and Computers   ,3.5733333333333337,4.263333333333333,6,COMT
COMT 112,Ethngrphc Methods/Media Resrch,3.776,9.57,5,COMT
COMT 115,Media&Design/Soc Lrn Contexts ,3.620625,6.483125,16,COMT
COMT 116,Practicum in Child Development,3.5876470588235296,6.475882352941177,17,COMT
COMT 120,Documentary Sketchbook        ,3.7972727272727274,7.41090909090909,11,COMT
COMT 122,Social Issues Media Production,3.694,6.228,5,COMT
COMT 125,Representing Communication    ,3.8433333333333333,3.0566666666666666,3,COMT
COMT 175,Adv Topics/Comm: Media Methods,3.714210526315789,5.056315789473683,19,COMT
COMT 175A,Adv Topics/Comm: Media Methods,3.876666666666667,6.823333333333334,9,COMT
CONT 1,The University in Society,3.2525,8.322500000000002,4,CONT
CONT 1,The University in Society     ,3.3449999999999998,10.065000000000001,4,CONT
CONT 150A,College Acad Mentor Program,3.3333333333333335,4.776666666666666,3,CONT
CONT 1S,The University in Society,3.29,6.07,1,CONT
CONT 68,Disability Race and Diversity,3.8,3.5,1,CONT
COSF 100,Intro/Communication/Soc Force ,3.3227272727272723,6.175454545454546,11,COSF
COSF 124,Black WomenFeminism & Media  ,3.29,5.795,4,COSF
COSF 126,The Information Age:Fact&Fictn,3.24,5.44,3,COSF
COSF 127,The Internet Industry         ,3.75,5.5,1,COSF
COSF 128,Cultural Industries           ,3.4,8.1,1,COSF
COSF 129,Television and Citizenship    ,3.3200000000000003,5.045,2,COSF
COSF 130,History of Electronic Media   ,3.25,6.84,3,COSF
COSF 134,CommunicationPolitics&Citizen,3.4899999999999998,5.037999999999999,5,COSF
COSF 139,LawComm&Freedom of Expression,3.004,5.529999999999999,5,COSF
COSF 139A,LawComm&Freedom of Expression,3.026666666666667,5.3133333333333335,3,COSF
COSF 139B,LawComm&Freedom of Expression,3.206666666666667,5.626666666666666,3,COSF
COSF 140A,Comparative Media Systems:Asia,3.5140000000000002,5.398,5,COSF
COSF 140B,Comparatv Media Systems:Europe,3.7079999999999997,4.970000000000001,5,COSF
COSF 140C,Comp Media Syst:Lat Amr&Carbbn,3.54,5.112,5,COSF
COSF 141,History/US Telecommunications ,3.1300000000000003,4.54,3,COSF
COSF 142,Intrnt in Soc & Hist Perspectv,3.6333333333333333,4.55,3,COSF
COSF 143,Propaganda and Persuasion     ,3.45,8.1,1,COSF
COSF 169,LawComm&Freedom of Expression,3.206666666666667,5.626666666666666,3,COSF
COSF 171A,American News Media           ,3.4200000000000004,4.2299999999999995,5,COSF
COSF 175,Adv Topics/Comm Social Force  ,3.486923076923077,4.798846153846154,26,COSF
COSF 177,Comparative Authoritarianisms ,3.81,5.28,1,COSF
COSF 180,Political Economy/Mass Comm   ,3.77,2.8600000000000003,2,COSF
COSF 181,Political Econ/Interntnl Comm ,3.518,5.436,5,COSF
COSF 182,Surveillance Media & Risk Soc,3.585,4.68,2,COSF
COSF 183,The Politics of World Music   ,3.3866666666666667,8.06,3,COSF
COSF 184,Mass Media &Politics in Africa,3.3266666666666667,3.84,3,COSF
COSF 185,GenderLabor&Cult/Global Econ ,3.4175,6.865,4,COSF
COSF 186,The Film Industry             ,3.472,4.91,5,COSF
COSF 188,Represen/Israeli/Palestin Conf,3.46,5.285,2,COSF
CSE 100,Advanced Data Structures,3.3756944444444446,11.636111111111111,72,CSE
CSE 100,Advanced Data Structures      ,3.1985,9.908,20,CSE
CSE 100R,Advanced Data Structures,3.6300000000000003,8.243333333333334,3,CSE
CSE 101,Design & Analysis of Algorithm,3.206734693877551,8.902244897959184,98,CSE
CSE 103,Practical Intro/Prob & Stats,3.39,6.6575,12,CSE
CSE 103,Practical Intro/Prob & Stats  ,3.122,5.978,5,CSE
CSE 105,Intro/Theory of Computation,2.967083333333333,8.416666666666666,24,CSE
CSE 105,Intro/Theory of Computation   ,3.127894736842105,7.255263157894737,19,CSE
CSE 105,Theory of Computation,3.3833333333333333,8.505925925925926,27,CSE
CSE 106,Discrete/Cont Optimization,3.215,8.785,2,CSE
CSE 107,Intro to Modern Cryptography,3.106666666666667,7.943888888888889,18,CSE
CSE 107,Intro to Modern Cryptography  ,2.94,8.03,1,CSE
CSE 107,Intro/Modern Cryptography     ,3.23,6.4525,4,CSE
CSE 109,Intro to Programming Contests,4.0,3.9299999999999997,2,CSE
CSE 11,Accel. Intro to Programming,3.6895454545454545,8.816363636363636,22,CSE
CSE 11,Intr/Computer Sci&Obj-Ori:Java,3.4805063291139238,10.35645569620253,79,CSE
CSE 110,Software Engineering,3.4935714285714283,9.599761904761905,42,CSE
CSE 110,Software Engineering          ,3.450625,8.5575,16,CSE
CSE 111,Objt. Oriented Software Design,3.496,5.166,5,CSE
CSE 112,Advanced Software Engineering,3.478,8.08,10,CSE
CSE 112,Advanced Software Engineering ,3.83,11.0,1,CSE
CSE 112,Software Engineerng           ,3.38,6.7,1,CSE
CSE 118,Ubiquitous Computing,3.745,7.339,10,CSE
CSE 118,Ubiquitous Computing          ,3.725,6.3625,4,CSE
CSE 12,Basic Data Struct & OO Design,3.4414285714285717,11.536153846153846,91,CSE
CSE 12,Basic Data Struct & OO Design ,3.2957142857142854,11.741904761904763,21,CSE
CSE 120,Princ/Computer Operating Systm,3.2292753623188406,10.691159420289855,69,CSE
CSE 121,Oper Systms:Architc&Implementn,3.29,9.785,2,CSE
CSE 123,Computer Networks,3.106521739130435,10.667826086956522,23,CSE
CSE 123,Computer Networks             ,3.30375,7.4375,8,CSE
CSE 124,Networked Services,3.4299999999999997,8.386,10,CSE
CSE 124,Networked Services            ,3.2899999999999996,7.093333333333334,3,CSE
CSE 125,Software Sys Design & Implemnt,3.935,15.42375,16,CSE
CSE 127,Intro to Computer Security,3.2424137931034482,9.229655172413795,29,CSE
CSE 127,Intro to Computer Security    ,3.5666666666666664,7.6933333333333325,3,CSE
CSE 127,Intro/Computer Security       ,3.472,7.090000000000001,5,CSE
CSE 130,Progrmng Lang:Princpl&Paradigm,3.380363636363636,8.851454545454546,55,CSE
CSE 131,Compiler Construction,3.265833333333333,12.708333333333334,24,CSE
CSE 131,Compiler Construction         ,3.306,16.802,10,CSE
CSE 132A,Database System Principles,3.2612,6.394,25,CSE
CSE 132A,Database System Principles    ,3.299090909090909,6.568181818181818,11,CSE
CSE 132B,Database System Applications,3.5681818181818183,8.313636363636364,11,CSE
CSE 132B,Database System Applications  ,3.7525,10.0525,4,CSE
CSE 132C,Database System Implementation,3.5175,9.1275,4,CSE
CSE 134B,Web Client Languages,3.2215000000000003,10.3535,20,CSE
CSE 134B,Web Client Languages          ,3.224285714285714,9.204285714285716,7,CSE
CSE 135,Online Database Analytics Appl,3.3033333333333332,12.76,9,CSE
CSE 135,Server-side Web Applications,3.24375,10.2625,8,CSE
CSE 135,Server-side Web Applications  ,3.3935714285714282,9.678571428571429,14,CSE
CSE 136,Enterprise-class Web Applcatns,3.7277777777777774,8.983333333333333,9,CSE
CSE 140,Component&Desgn Tech/Digtl Sys,3.1858024691358025,8.541851851851852,81,CSE
CSE 140L,Digital Systems Laboratory,3.4934375,9.01515625,64,CSE
CSE 140L,Digital Systems Laboratory    ,3.4371428571428573,10.380952380952381,21,CSE
CSE 141,Intro/Computer Architecture,3.2268,7.793200000000001,50,CSE
CSE 141,Intro/Computer Architecture   ,3.3104999999999998,8.618500000000001,20,CSE
CSE 141L,Project/Computer Architecture,3.3942105263157893,9.600701754385964,57,CSE
